3.151059498503546052e+00,4.233860489299035024e+00
2.143350667806949161e+00,4.760282577073517984e+00
1.725312482939799885e+00,2.886792342469000960e+00
2.621962336038961450e+00,6.152230675121781900e+00
1.329420919506454801e+00,2.928682103012536064e+00
1.394682062795817856e+00,2.388085304761154770e+00
5.883611023643992022e-01,2.525509874309195713e+00
-1.013372894060981633e+00,2.922864721489813356e+00
1.765085045614874559e+00,4.279971011607273113e+00
1.132615987064901519e+00,6.878922796340523504e+00
1.994208384384886124e+00,6.544214097359791538e+00
1.178121844539961938e+00,1.988532900567157258e+00
-5.386489013585000762e-01,2.035296596403876279e+00
-3.810348319135690165e-01,1.492775875803019403e+00
-3.830086731216868490e-01,2.640218163198668755e+00
1.384899793944639024e+00,4.123657427901296302e+00
5.186992890044108684e-01,1.695040577146389449e+00
1.867057804025898715e+00,5.671620701705294643e+00
2.705401019907310634e+00,4.522516568937940740e+00
2.040584785444476523e+00,3.625010064152221378e+00
7.938295134817618948e-01,1.002544289749937256e+00
-4.662598851352948159e-01,3.812172163484212728e+00
-1.747674350166616986e-01,7.596508807569439803e-01
2.393810658716641004e+00,3.673453360928899514e+00
5.273325789225413729e-01,1.629352979647671340e+00
5.409709142493479561e-02,8.477752853906790342e-01
1.139420839923097173e+00,2.672154605636305025e+00
-3.061662966848432976e-01,-5.799922574125786490e-01
1.922389329089296606e+00,1.397279484835848518e+00
-3.093896086505207865e-01,2.390457979338083128e-01
6.423493109147591085e-01,2.416138533770902264e+00
1.434152606869933733e+00,3.675291664229501265e+00
-8.968872130677054688e-01,1.126269198101283564e+00
1.977095842159986905e+00,4.587219035704634074e+00
1.259846535430648728e+00,3.626351843148426735e+00
-3.800439717645871518e-01,2.819290977554271826e-01
-3.312053929616183279e-01,2.186902670199880383e+00
1.091697051575213129e+00,3.754222452582467007e+00
-1.493184200673733919e-01,2.936655625847617301e-02
7.479048605575435715e-01,1.122464865438071557e+00
1.484706162750237590e+00,-4.226258457110279032e-01
8.711496112332020036e-01,3.847770488770624997e+00
1.258041779067628374e+00,9.920206219214842136e-01
1.506641957436775758e+00,4.390842187030032484e+00
2.446783146660041819e+00,3.409903148709721332e+00
2.617165805724219751e+00,3.583048416749243792e+00
-3.176846879883121755e-01,1.391992783071227313e+00
9.485953780628212373e-01,8.256058741291631975e-01
3.060203747455393142e+00,5.450824848787743093e+00
4.369791562951386155e-02,1.937914791140258552e+00
1.367192902971197332e+00,4.848325302598432529e+00
-1.625339168196677786e-01,3.970466319889187190e+00
1.514275671731347916e+00,5.498469442038711463e+00
-1.113429853033957251e+00,-9.484350734442514863e-01
-3.789763050012477930e-01,8.982193747746420875e-01
2.009551761508358014e-01,3.577535253966878770e+00
1.421265544921556989e+00,3.734654230488837268e+00
1.674002689492343210e+00,4.766390236776816280e+00
2.089734750380253470e+00,5.077488766528561293e+00
2.105880780562956467e+00,3.967587693490670198e+00
6.323156129510425494e-01,2.418136163317673226e+00
1.378457622819451389e+00,4.943381088148051106e+00
1.138734290253018644e+00,5.409299962644583459e+00
-4.603697440891623138e-01,1.147617393410417463e+00
8.161976779617041711e-01,3.791736526688600950e+00
3.351159099096897576e-01,4.768358503256004077e+00
2.388506910413791040e+00,6.028366094952008147e+00
5.993379960768425718e-01,3.107285484541676190e+00
1.809519555528518175e-01,-1.011566505752420575e+00
2.357554932223307809e+00,5.166963062240600202e+00
